year,medical_rptsrc,type,n_mean,n_min,n_max,pop,rate_mean,rate_min,rate_max
2018,Medical professionals,Neglect,72623.6,72607,72644,3815343,19.034618905823148,19.030268051915648,19.03996573833598
2018,Medical professionals,Other,8274.8,8264,8292,3815343,2.1688220429984932,2.165991366962289,2.1733301566857817
2018,Medical professionals,Physical abuse,25307.2,25297,25328,3815343,6.633007831799134,6.630334415542718,6.638459504165156
2018,Medical professionals,Sexual abuse,574.1,570,581,3815343,0.15047139929489958,0.14939679079967383,0.1522798867624746
2019,All others,Neglect,148972.7,148824,149222,3783052,39.37897232181847,39.3396654341521,39.444871495290045
2019,All others,Other,51547.7,51493,51608,3783052,13.625955974171118,13.611496749185578,13.641895485444028
2019,All others,Physical abuse,32036.9,31866,32324,3783052,8.468532814246275,8.423357648797849,8.544423920157586
2019,All others,Sexual abuse,3268.2,3243,3292,3783052,0.8639056507814326,0.8572443624882766,0.8701968675027465
2019,Medical professionals,Neglect,74143,74122,74165,3783052,19.598726107914985,19.593175034337357,19.604541518329647
2019,Medical professionals,Other,8849.2,8828,8872,3783052,2.3391695382458395,2.3335655973008036,2.3451964181301235
2019,Medical professionals,Physical abuse,29388.8,29371,29400,3783052,7.768542436107143,7.76383724040801,7.771503008681879
2019,Medical professionals,Sexual abuse,560.9,551,574,3783052,0.1482665318901247,0.14564959720352774,0.15172934445521763
